MISSION ELAPSED TIME (mins),Antenna,Budget
290.6427943,wpsa,2675.37592
291.6427943,wpsa,2675.37592
292.6427943,wpsa,2675.37592
293.6427943,wpsa,2675.37592
294.6427943,wpsa,2675.37592
295.6427943,wpsa,2675.37592
296.6427943,wpsa,2675.37592
297.6427943,wpsa,2675.37592
298.6427943,wpsa,2675.37592
299.6427943,wpsa,2675.37592
300.6427943,wpsa,2675.37592
301.6427943,wpsa,2675.37592
302.6427943,wpsa,2675.37592
303.6427943,wpsa,2675.37592
304.6427943,wpsa,2675.37592
305.6427943,wpsa,2675.37592
306.6427943,wpsa,2675.37592
307.6427943,wpsa,2675.37592
308.6427943,wpsa,2675.37592
309.6427943,wpsa,2675.37592
310.6427943,wpsa,2675.37592
311.6427943,wpsa,2675.37592
312.6427943,wpsa,2675.37592
313.6427943,wpsa,2675.37592
314.6427943,wpsa,2675.37592
315.6427943,wpsa,2675.37592
316.6427943,wpsa,2675.37592
317.6427943,wpsa,2675.37592
318.6427943,wpsa,2675.37592
319.6427943,wpsa,2675.37592
320.6427943,wpsa,2675.37592
321.6427943,wpsa,2675.37592
322.6427943,wpsa,2675.37592
323.6427943,wpsa,2675.37592
324.6427943,wpsa,2675.37592
325.6427943,wpsa,2675.37592
326.6427943,wpsa,2675.37592
327.6427943,wpsa,2675.37592
328.6427943,wpsa,2675.37592
329.6427943,wpsa,2675.37592
330.6427943,wpsa,2675.37592
331.6427943,wpsa,2675.37592
332.6427943,wpsa,2675.37592
333.6427943,wpsa,2675.37592
334.6427943,wpsa,2675.37592
335.6427943,wpsa,2675.37592
336.6427943,wpsa,2675.37592
337.6427943,wpsa,2675.37592
338.6427943,wpsa,2675.37592
339.6427943,wpsa,2675.37592
340.6427943,wpsa,2675.37592
341.6427943,wpsa,2675.37592
342.6427943,wpsa,2675.37592
343.6427943,wpsa,2675.37592
344.6427943,wpsa,2675.37592
345.6427943,wpsa,2675.37592
346.6427943,wpsa,2675.37592
347.6427943,wpsa,2675.37592
348.6427943,wpsa,2675.37592
349.6427943,wpsa,2675.37592
350.6427943,wpsa,2675.37592
351.6427943,wpsa,2675.37592
352.6427943,wpsa,2675.37592
353.6427943,wpsa,2675.37592
354.6427943,wpsa,2675.37592
355.6427943,wpsa,2675.37592
356.6427943,wpsa,2675.37592
357.6427943,wpsa,2675.37592
358.6427943,wpsa,2675.37592
359.6427943,wpsa,2675.37592
360.6427943,wpsa,2675.37592
361.6427943,wpsa,2675.37592
362.6427943,wpsa,2675.37592
363.6427943,wpsa,2675.37592
364.6427943,wpsa,2675.37592
365.6427943,wpsa,2675.37592
366.6427943,wpsa,2675.37592
367.6427943,wpsa,2675.37592
368.6427943,wpsa,2675.37592
369.6427943,wpsa,2675.37592
370.6427943,wpsa,2675.37592
371.6427943,wpsa,2675.37592
372.6427943,wpsa,2675.37592
373.6427943,wpsa,2675.37592
374.6427943,wpsa,2675.37592
375.6427943,wpsa,2675.37592
376.6427943,wpsa,2675.37592
377.6427943,wpsa,2675.37592
378.6427943,wpsa,2675.37592
379.6427943,wpsa,2675.37592
380.6427943,wpsa,2675.37592
381.6427943,wpsa,2675.37592
382.6427943,wpsa,2675.37592
383.6427943,wpsa,2675.37592
384.6427943,wpsa,2675.37592
385.6427943,wpsa,2675.37592
386.6427943,wpsa,2675.37592
387.6427943,wpsa,2675.37592
388.6427943,wpsa,2675.37592
389.6427943,wpsa,2675.37592
390.6427943,wpsa,2675.37592
391.6427943,wpsa,2675.37592
392.6427943,wpsa,2675.37592
393.6427943,wpsa,2675.37592
394.6427943,wpsa,2675.37592
395.6427943,wpsa,2675.37592
396.6427943,wpsa,2675.37592
397.6427943,wpsa,2675.37592
398.6427943,wpsa,2675.37592
399.6427943,wpsa,2675.37592
400.6427943,wpsa,2675.37592
401.6427943,wpsa,2675.37592
402.6427943,wpsa,2675.37592
403.6427943,wpsa,2675.37592
404.6427943,wpsa,2675.37592
405.6427943,wpsa,2675.37592
406.6427943,wpsa,2675.37592
407.6427943,wpsa,2675.37592
408.6427943,wpsa,2675.37592
409.6427943,wpsa,2675.37592
410.6427943,wpsa,2675.37592
411.6427943,wpsa,2675.37592
412.6427943,wpsa,2675.37592
413.6427943,wpsa,2675.37592
414.6427943,wpsa,2675.37592
415.6427943,wpsa,2675.37592
416.6427943,wpsa,2675.37592
417.6427943,wpsa,2675.37592
418.6427943,wpsa,2675.37592
419.6427943,wpsa,2675.37592
420.6427943,wpsa,2675.37592
421.6427943,wpsa,2675.37592
422.6427943,wpsa,2675.37592
423.6427943,wpsa,2675.37592
424.6427943,wpsa,2675.37592
425.6427943,wpsa,2675.37592
426.6427943,wpsa,2675.37592
427.6427943,wpsa,2675.37592
428.6427943,wpsa,2675.37592
429.6427943,wpsa,2675.37592
430.6427943,wpsa,2675.37592
431.6427943,wpsa,2675.37592
432.6427943,wpsa,2675.37592
433.6427943,wpsa,2675.37592
434.6427943,wpsa,2675.37592
435.6427943,wpsa,2675.37592
436.6427943,wpsa,2675.37592
437.6427943,wpsa,2675.37592
438.6427943,wpsa,2675.37592
439.6427943,wpsa,2675.37592
440.6427943,wpsa,2675.37592
441.6427943,wpsa,2675.37592
442.6427943,wpsa,2675.37592
443.6427943,wpsa,2675.37592
444.6427943,wpsa,2675.37592
445.6427943,wpsa,2675.37592
446.6427943,wpsa,2675.37592
447.6427943,wpsa,2675.37592
448.6427943,wpsa,2675.37592
449.6427943,wpsa,2675.37592
450.6427943,wpsa,2675.37592
451.6427943,wpsa,2675.37592
452.6427943,wpsa,2675.37592
453.6427943,wpsa,2675.37592
454.6427943,wpsa,2675.37592
455.6427943,wpsa,2675.37592
456.6427943,wpsa,2675.37592
457.6427943,wpsa,2675.37592
458.6427943,wpsa,2675.37592
459.6427943,wpsa,2675.37592
460.6427943,wpsa,2675.37592
461.6427943,wpsa,2675.37592
462.6427943,wpsa,2675.37592
463.6427943,wpsa,2675.37592
464.6427943,wpsa,2675.37592
465.6427943,wpsa,2675.37592
466.6427943,wpsa,2675.37592
467.6427943,wpsa,2675.37592
468.6427943,wpsa,2675.37592
469.6427943,wpsa,2675.37592
470.6427943,wpsa,2675.37592
471.6427943,wpsa,2675.37592
472.6427943,wpsa,2675.37592
473.6427943,wpsa,2675.37592
474.6427943,wpsa,2675.37592
475.6427943,wpsa,2675.37592
476.6427943,wpsa,2675.37592
477.6427943,wpsa,2675.37592
478.6427943,wpsa,2675.37592
479.6427943,wpsa,2675.37592
480.6427943,wpsa,2675.37592
481.6427943,wpsa,2675.37592
482.6427943,wpsa,2675.37592
483.6427943,wpsa,2675.37592
484.6427943,wpsa,2675.37592
485.6427943,wpsa,2675.37592
486.6427943,wpsa,2675.37592
487.6427943,wpsa,2675.37592
488.6427943,wpsa,2675.37592
489.6427943,wpsa,2675.37592
490.6427943,wpsa,2675.37592
491.6427943,wpsa,2675.37592
492.6427943,wpsa,2675.37592
493.6427943,wpsa,2675.37592
494.6427943,wpsa,2675.37592
495.6427943,wpsa,2675.37592
496.6427943,wpsa,2675.37592
497.6427943,wpsa,2675.37592
498.6427943,wpsa,2675.37592
499.6427943,wpsa,2675.37592
500.6427943,wpsa,2675.37592
501.6427943,wpsa,2675.37592
502.6427943,wpsa,2675.37592
503.6427943,wpsa,2675.37592
504.6427943,wpsa,2675.37592
505.6427943,wpsa,2675.37592
506.6427943,wpsa,2675.37592
507.6427943,wpsa,2675.37592
508.6427943,wpsa,2675.37592
509.6427943,wpsa,2675.37592
510.6427943,wpsa,2675.37592
511.6427943,wpsa,2675.37592
512.6427943,wpsa,2675.37592
513.6427943,wpsa,2675.37592
514.6427943,wpsa,2675.37592
515.6427943,wpsa,2675.37592
516.6427943,wpsa,2675.37592
517.6427943,wpsa,2675.37592
518.6427943,wpsa,2675.37592
519.6427943,wpsa,2675.37592
520.6427943,wpsa,2675.37592
521.6427943,wpsa,2675.37592
522.6427943,wpsa,2675.37592
523.6427943,wpsa,2675.37592
524.6427943,wpsa,2675.37592
525.6427943,wpsa,2675.37592
526.6427943,wpsa,2675.37592
527.6427943,wpsa,2675.37592
528.6427943,wpsa,2675.37592
529.6427943,wpsa,2675.37592
530.6427943,wpsa,2675.37592
531.6427943,wpsa,2675.37592
532.6427943,wpsa,2675.37592
533.6427943,wpsa,2675.37592
534.6427943,wpsa,2675.37592
535.6427943,wpsa,2675.37592
536.6427943,wpsa,2675.37592
537.6427943,wpsa,2675.37592
538.6427943,wpsa,2675.37592
539.6427943,wpsa,2675.37592
540.6427943,wpsa,2675.37592
541.6427943,wpsa,2675.37592
542.6427943,wpsa,2675.37592
543.6427943,wpsa,2675.37592
544.6427943,wpsa,2675.37592
545.6427943,wpsa,2675.37592
546.6427943,wpsa,2675.37592
547.6427943,wpsa,2675.37592
548.6427943,wpsa,2675.37592
549.6427943,wpsa,2675.37592
550.6427943,wpsa,2675.37592
551.6427943,wpsa,2675.37592
552.6427943,wpsa,2675.37592
553.6427943,wpsa,2675.37592
554.6427943,wpsa,2675.37592
555.6427943,wpsa,2675.37592
556.6427943,wpsa,2675.37592
557.6427943,wpsa,2675.37592
558.6427943,wpsa,2675.37592
559.6427943,wpsa,2675.37592
560.6427943,wpsa,2675.37592
561.6427943,wpsa,2675.37592
562.6427943,wpsa,2675.37592
563.6427943,wpsa,2675.37592
564.6427943,wpsa,2675.37592
565.6427943,wpsa,2675.37592
566.6427943,wpsa,2675.37592
567.6427943,wpsa,2675.37592
568.6427943,wpsa,2675.37592
569.6427943,wpsa,2675.37592
570.6427943,wpsa,2675.37592
571.6427943,wpsa,2675.37592
572.6427943,wpsa,2675.37592
573.449368,wpsa,2675.37592
574.449368,wpsa,2675.37592
575.449368,wpsa,2675.37592
576.449368,wpsa,2675.37592
577.449368,wpsa,2675.37592
578.449368,wpsa,2675.37592
579.449368,wpsa,2675.37592
580.449368,wpsa,2675.37592
581.449368,wpsa,2675.37592
582.449368,wpsa,2675.37592
583.449368,wpsa,2675.37592
584.449368,wpsa,2675.37592
585.449368,wpsa,2675.37592
586.449368,wpsa,2675.37592
587.449368,wpsa,2675.37592
588.449368,wpsa,2675.37592
589.449368,wpsa,2675.37592
590.449368,wpsa,2675.37592
591.449368,wpsa,2675.37592
592.449368,wpsa,2675.37592
593.449368,wpsa,2675.37592
594.449368,wpsa,2675.37592
595.449368,wpsa,2675.37592
596.449368,wpsa,2675.37592
597.449368,wpsa,2675.37592
598.449368,wpsa,2675.37592
599.449368,wpsa,2675.37592
600.449368,wpsa,2675.37592
601.449368,wpsa,2675.37592
602.449368,wpsa,2675.37592
603.449368,wpsa,2675.37592
604.449368,wpsa,2675.37592
605.449368,wpsa,2675.37592
606.449368,wpsa,2675.37592
607.449368,wpsa,2675.37592
608.449368,wpsa,2675.37592
609.449368,wpsa,2675.37592
610.449368,wpsa,2675.37592
611.449368,wpsa,2675.37592
612.449368,wpsa,2675.37592
613.449368,wpsa,2675.37592
614.449368,wpsa,2675.37592
615.449368,wpsa,2675.37592
616.449368,wpsa,2675.37592
617.449368,wpsa,2675.37592
618.449368,wpsa,2675.37592
619.449368,wpsa,2675.37592
620.449368,wpsa,2675.37592
621.449368,wpsa,2675.37592
622.449368,wpsa,2675.37592
623.449368,wpsa,2675.37592
624.449368,wpsa,2675.37592
625.449368,wpsa,2675.37592
626.449368,wpsa,2675.37592
627.449368,wpsa,2675.37592
628.449368,wpsa,2675.37592
629.449368,wpsa,2675.37592
630.449368,wpsa,2675.37592
631.449368,wpsa,2675.37592
632.449368,wpsa,2675.37592
633.449368,wpsa,2675.37592
634.449368,wpsa,2675.37592
635.449368,wpsa,2675.37592
636.449368,wpsa,2675.37592
637.449368,wpsa,2675.37592
638.449368,wpsa,2675.37592
639.449368,wpsa,2675.37592
640.449368,wpsa,2675.37592
641.449368,wpsa,2675.37592
642.449368,wpsa,2675.37592
643.449368,wpsa,2675.37592
644.449368,wpsa,2675.37592
645.449368,wpsa,2675.37592
646.449368,wpsa,2675.37592
647.449368,wpsa,2675.37592
648.449368,wpsa,2675.37592
649.449368,wpsa,2675.37592
650.449368,wpsa,2675.37592
651.449368,wpsa,2675.37592
652.449368,wpsa,2675.37592
653.449368,wpsa,2675.37592
654.449368,wpsa,2675.37592
655.449368,wpsa,2675.37592
656.449368,wpsa,2675.37592
657.449368,wpsa,2675.37592
658.449368,wpsa,2675.37592
659.449368,wpsa,2675.37592
660.449368,wpsa,2675.37592
661.449368,wpsa,2675.37592
662.449368,wpsa,2675.37592
663.449368,wpsa,2675.37592
664.449368,wpsa,2675.37592
665.449368,wpsa,2675.37592
666.449368,wpsa,2675.37592
667.449368,wpsa,2675.37592
668.449368,wpsa,2675.37592
669.449368,wpsa,2675.37592
670.449368,wpsa,2675.37592
671.449368,wpsa,2675.37592
672.449368,wpsa,2675.37592
673.449368,wpsa,2675.37592
674.449368,wpsa,2675.37592
675.449368,wpsa,2675.37592
676.449368,wpsa,2675.37592
677.449368,wpsa,2675.37592
678.449368,wpsa,2675.37592
679.449368,wpsa,2675.37592
680.449368,wpsa,2675.37592
681.449368,wpsa,2675.37592
682.449368,wpsa,2675.37592
683.449368,wpsa,2675.37592
684.449368,wpsa,2675.37592
685.449368,wpsa,2675.37592
686.449368,wpsa,2675.37592
687.449368,wpsa,2675.37592
688.449368,wpsa,2675.37592
689.449368,wpsa,2675.37592
690.449368,wpsa,2675.37592
691.449368,wpsa,2675.37592
692.449368,wpsa,2675.37592
693.449368,wpsa,2675.37592
694.449368,wpsa,2675.37592
695.449368,wpsa,2675.37592
696.449368,wpsa,2675.37592
697.449368,wpsa,2675.37592
698.449368,wpsa,2675.37592
699.449368,wpsa,2675.37592
700.449368,wpsa,2675.37592
701.449368,wpsa,2675.37592
702.449368,wpsa,2675.37592
703.449368,wpsa,2675.37592
704.449368,wpsa,2675.37592
705.449368,wpsa,2675.37592
706.449368,wpsa,2675.37592
707.449368,wpsa,2675.37592
708.449368,wpsa,2675.37592
709.449368,wpsa,2675.37592
710.449368,wpsa,2675.37592
711.449368,wpsa,2675.37592
712.449368,wpsa,2675.37592
713.449368,wpsa,2675.37592
714.449368,wpsa,2675.37592
715.449368,wpsa,2675.37592
716.449368,wpsa,2675.37592
717.449368,wpsa,2675.37592
718.449368,wpsa,2675.37592
719.449368,wpsa,2675.37592
720.449368,wpsa,2675.37592
721.449368,wpsa,2675.37592
722.449368,wpsa,2675.37592
723.449368,wpsa,2675.37592
724.449368,wpsa,2675.37592
725.449368,wpsa,2675.37592
726.449368,wpsa,2675.37592
727.449368,wpsa,2675.37592
728.449368,wpsa,2675.37592
729.449368,wpsa,2675.37592
730.449368,wpsa,2675.37592
731.449368,wpsa,2675.37592
732.449368,wpsa,2675.37592
733.449368,wpsa,2675.37592
734.449368,wpsa,2675.37592
735.449368,wpsa,2675.37592
736.449368,wpsa,2675.37592
737.449368,wpsa,2675.37592
738.449368,wpsa,2675.37592
739.449368,wpsa,2675.37592
740.449368,wpsa,2675.37592
741.449368,wpsa,2675.37592
742.449368,wpsa,2675.37592
743.449368,wpsa,2675.37592
744.449368,wpsa,2675.37592
745.449368,wpsa,2675.37592
746.449368,wpsa,2675.37592
747.449368,wpsa,2675.37592
748.449368,wpsa,2675.37592
749.449368,wpsa,2675.37592
750.449368,wpsa,2675.37592
751.449368,wpsa,2675.37592
752.449368,wpsa,2675.37592
753.449368,wpsa,2675.37592
754.449368,wpsa,2675.37592
755.449368,wpsa,2675.37592
756.449368,wpsa,2675.37592
757.449368,wpsa,2675.37592
758.449368,wpsa,2675.37592
759.449368,wpsa,2675.37592
760.449368,wpsa,2675.37592
761.449368,wpsa,2675.37592
762.449368,wpsa,2675.37592
763.449368,wpsa,2675.37592
764.449368,wpsa,2675.37592
765.449368,wpsa,2675.37592
766.449368,wpsa,2675.37592
767.449368,wpsa,2675.37592
768.449368,wpsa,2675.37592
769.449368,wpsa,2675.37592
770.449368,wpsa,2675.37592
771.449368,wpsa,2675.37592
772.449368,wpsa,2675.37592
773.449368,wpsa,2675.37592
774.449368,wpsa,2675.37592
775.449368,wpsa,2675.37592
776.449368,wpsa,2675.37592
777.449368,wpsa,2675.37592
778.449368,wpsa,2675.37592
779.449368,wpsa,2675.37592
780.449368,wpsa,2675.37592
781.449368,wpsa,2675.37592
782.449368,wpsa,2675.37592
783.449368,wpsa,2675.37592
784.449368,wpsa,2675.37592
785.449368,wpsa,2675.37592
786.449368,wpsa,2675.37592
787.449368,wpsa,2675.37592
788.449368,wpsa,2675.37592
789.449368,wpsa,2675.37592
790.449368,wpsa,2675.37592
791.449368,wpsa,2675.37592
792.449368,wpsa,2675.37592
793.449368,wpsa,2675.37592
794.449368,wpsa,2675.37592
795.282716,wpsa,2675.37592
796.282716,wpsa,2675.37592
797.282716,wpsa,2675.37592
798.282716,ds34,10000
799.282716,ds34,10000
800.282716,ds34,10000
801.282716,ds34,10000
802.282716,ds34,10000
803.282716,ds34,10000
804.282716,ds34,10000
805.282716,ds34,10000
806.282716,ds34,10000
807.282716,ds34,10000
808.282716,ds34,10000
809.282716,ds34,10000
810.282716,ds34,10000
811.282716,ds34,10000
812.282716,ds34,10000
813.282716,ds34,10000
814.282716,ds34,10000
815.282716,ds34,10000
816.282716,ds34,10000
817.282716,ds34,10000
818.282716,ds34,10000
819.282716,ds34,10000
820.282716,ds34,10000
821.282716,ds34,10000
822.282716,ds34,10000
823.282716,ds34,10000
824.282716,ds34,10000
825.282716,ds34,10000
826.282716,ds34,10000
827.282716,ds34,10000
828.282716,ds34,10000
829.282716,ds34,10000
830.282716,ds34,10000
831.282716,ds34,10000
832.282716,ds34,10000
833.282716,ds34,10000
834.282716,ds34,10000
835.282716,ds34,10000
836.282716,ds34,10000
837.282716,ds34,10000
838.282716,ds34,10000
839.282716,ds34,10000
840.282716,ds34,10000
841.282716,ds34,10000
842.282716,ds34,10000
843.282716,ds34,10000
844.282716,ds34,10000
845.282716,ds34,10000
846.282716,ds34,10000
847.282716,ds34,10000
848.282716,ds34,10000
849.282716,ds34,10000
850.282716,ds34,10000
851.282716,ds34,10000
852.282716,ds34,10000
853.282716,ds34,10000
854.282716,ds34,10000
855.282716,ds34,10000
856.282716,ds34,10000
857.282716,ds34,10000
858.282716,ds34,10000
859.282716,ds34,10000
860.282716,ds34,10000
861.282716,ds34,10000
862.282716,ds34,10000
863.282716,ds34,10000
864.282716,ds34,10000
865.282716,ds34,10000
866.282716,ds34,10000
867.282716,ds34,10000
868.282716,ds34,10000
869.282716,ds34,10000
870.282716,ds34,10000
871.282716,ds34,10000
872.282716,ds34,10000
873.282716,ds34,10000
874.282716,ds34,10000
875.282716,ds34,10000
876.282716,ds34,10000
877.282716,ds34,10000
878.282716,ds34,10000
879.282716,ds34,10000
880.282716,ds34,10000
881.282716,ds34,10000
882.282716,ds34,10000
883.282716,ds34,10000
884.282716,ds34,10000
885.282716,ds34,10000
886.282716,ds34,10000
887.282716,ds34,10000
888.282716,ds34,10000
889.282716,ds34,10000
890.282716,ds34,10000
891.282716,ds34,10000
892.282716,ds34,10000
893.282716,ds34,10000
894.282716,ds34,10000
895.282716,ds34,10000
896.282716,ds34,10000
897.282716,ds34,10000
898.282716,ds34,10000
899.282716,ds34,10000
900.282716,ds34,10000
901.282716,ds34,10000
902.282716,ds34,10000
903.282716,ds34,10000
904.282716,ds34,10000
905.282716,ds34,10000
906.282716,ds34,10000
907.282716,ds34,10000
908.282716,ds34,10000
909.282716,ds34,10000
910.282716,ds34,10000
911.282716,ds34,10000
912.282716,ds34,10000
913.282716,ds34,10000
914.282716,ds34,10000
915.282716,ds34,10000
916.282716,ds34,10000
917.282716,ds34,10000
918.282716,ds34,10000
